date,CAPE,ECY,Buffett,VIX,VIXTerm,Dev200,Drawdown,WeeklyRSI,PutCall,BreadthRaw,Breadth,HY,B
2015-06-22,78.05555555555556,29.72222222222223,96.38888888888889,85.44165757906215,88.37261004891063,47.08458457399682,83.57537525866601,55.86204417332012,44.803229061553985,59.2,51.12,61.10991611099161,56.114958055495805
2015-06-23,78.05555555555556,29.72222222222223,96.38888888888889,90.70093457943925,93.93333333333334,47.36082424144213,84.11626488885602,55.86204417332012,42.69572235673931,59.0,51.06666666666667,61.10752688172043,56.087096774193554
2015-06-24,78.05555555555556,29.72222222222223,96.38888888888889,81.19451798785236,77.05464238116393,43.62429060866501,79.05781843287701,55.86204417332012,34.40589065967319,56.79,50.477333333333334,60.18060632122124,55.32896982727729
2015-06-25,78.05555555555556,29.72222222222223,96.38888888888889,75.63064465898474,57.08259325044405,42.00335644998047,77.04913958134463,55.86204417332012,28.499394917305366,55.0,50.0,59.8774720550301,54.93873602751505
2015-06-26,78.05555555555556,29.72222222222223,96.38888888888889,75.50988634594427,54.749223257878384,40.34925812193351,75.86393313418938,31.63938300097211,28.50373059084494,54.59,49.53142857142857,60.57382333978079,55.05262595560468
2015-06-29,78.05555555555556,29.72222222222223,96.38888888888889,45.781444582814444,13.464951197870462,30.357372971145708,64.86647616465036,31.63938300097211,18.215725806451616,47.49,41.417142857142856,53.094112591319295,47.255627724231076
2015-06-30,78.05555555555556,29.72222222222223,96.38888888888889,49.04280155642024,18.647450110864753,31.526128881478392,66.09961986671135,31.63938300097211,12.739367063092118,48.69,42.78857142857142,51.43931256713212,47.11394199785177
2015-07-01,73.05555555555556,84.72222222222223,93.05555555555556,62.247121070650486,29.898049645390074,34.41063650133171,69.37343988116007,31.63938300097211,9.220072551390572,50.4,44.74285714285714,53.64046391752577,49.191660530191456
2015-07-02,73.05555555555556,84.72222222222223,93.05555555555556,57.141745760074684,33.163491360212674,34.47812073637954,69.34548293170585,31.63938300097211,8.28128148297401,50.4,44.74285714285714,53.092119390165344,48.91748826651124
2015-07-06,73.05555555555556,84.72222222222223,93.05555555555556,55.80273802115744,36.33746678476528,32.83235600535375,67.61867420666094,43.21178452142077,6.355761482675263,49.39,43.58857142857143,50.22541863460713,46.906995031589275
2015-07-07,73.05555555555556,84.72222222222223,93.05555555555556,62.25696064706797,35.1261620185923,34.36472397427896,70.01885065116846,43.21178452142077,4.219536757301114,52.41,47.03999999999999,49.366816913500756,48.203408456750374
2015-07-08,73.05555555555556,84.72222222222223,93.05555555555556,41.687402799377914,10.154867256637175,27.99964313425912,62.96566187399961,43.21178452142077,2.4063632702376054,44.64,38.16,48.15450643776824,43.15725321888412
2015-07-09,73.05555555555556,84.72222222222223,93.05555555555556,40.11817757735966,13.025210084033617,28.294069129308042,63.591796875406615,43.21178452142077,1.5703644050734908,46.06,39.78285714285714,49.635271400986916,44.70906427192203
2015-07-10,73.05555555555556,84.72222222222223,93.05555555555556,56.91075870646766,33.39964633068081,33.19265046859224,68.91771734773735,41.668019480519476,1.7713365539452468,49.49,43.70285714285714,52.12355212355212,47.91320463320463
2015-07-13,73.05555555555556,84.72222222222223,93.05555555555556,76.48064666563035,77.88334069818825,39.263362414391004,75.81135380230808,41.668019480519476,3.4715234453612425,53.93,48.777142857142856,52.777182071627706,50.777162464385285
