date,spx,ndx,CAPE,ECY,Buffett,V,VIX,VIXTerm,PutCall,S,Dev200,Drawdown,WeeklyRSI,T,HY,BreadthRaw,BreadthU,B,base,ndx_overheat,spx_div,ndx_div,heat_spx,heat_ndx,vix_panic,vix_backwardation,raw_band_spx,raw_band_ndx,band_spx,band_ndx,sell_days,sell_signal
1985-11-05,192.3699951171875,116.44000244140624,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-06,192.75999450683597,117.37999725341795,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-07,192.6199951171875,117.62000274658205,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-08,193.72000122070312,119.26000213623048,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-11,197.27999877929688,120.4000015258789,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-12,198.0800018310547,121.81999969482422,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-13,197.1000061035156,121.16500091552734,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-14,199.05999755859372,121.83499908447266,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-15,198.1100006103516,122.1750030517578,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-18,198.7100067138672,121.95500183105467,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-19,198.6699981689453,122.56999969482422,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-20,198.9900054931641,122.1999969482422,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-21,201.41000366210935,123.61000061035156,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-22,201.5200042724609,123.97000122070312,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-25,200.3500061035156,123.13500213623048,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-26,200.6699981689453,123.9499969482422,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-27,202.5399932861328,125.7699966430664,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-11-29,202.1699981689453,126.05999755859376,61.66666666666667,65.27777777777777,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-02,200.4600067138672,125.18499755859376,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-03,200.8600006103516,125.2300033569336,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-04,204.22999572753903,127.94000244140624,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-05,203.8800048828125,128.4600067138672,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-06,202.9900054931641,126.95500183105467,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-09,204.25,127.48500061035156,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-10,204.38999938964844,127.9749984741211,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-11,206.30999755859372,129.17999267578125,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-12,206.72999572753903,129.76499938964844,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-13,209.94000244140625,132.125,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-16,212.0200042724609,132.61000061035156,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-17,210.6499938964844,131.53500366210938,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-18,209.80999755859372,131.13999938964844,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-19,210.0200042724609,131.9250030517578,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-20,210.94000244140625,132.25999450683594,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-23,208.57000732421875,130.72500610351562,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-24,207.13999938964844,130.02999877929688,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-26,207.6499938964844,130.34500122070312,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-27,209.6100006103516,131.48500061035156,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-30,210.67999267578125,131.94500732421875,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
1985-12-31,211.27999877929688,132.2949981689453,68.61111111111111,13.611111111111114,,,,,,,,,,,,,,,,False,False,False,,,False,False,missing,missing,,,0,False
